Group,Nom,Nationalité,DDN,Titre,TypeDesign,TypeDesignCode,DDC,Acquisition,Dimensions,MST,DCU,DAU,TypeAcquisition,Sexe,img,,,,
804,Janette LAVERRIÈRE,suisse,"1909, Lausanne (Suisse) - 2011, Paris (France)",Secrétaire suspendu disposition intérieure,Design Graphique/ Illustration,2,1952,Don de l'artiste en 2005,"22 x 31,7 cm",ronéographie annotée au crayon et au crayon de couleur,1952,2005,Don,Femme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
805,Janette LAVERRIÈRE,suisse,"1909, Lausanne (Suisse) - 2011, Paris (France)",Secrétaire suspendu,Design Graphique/ Illustration,2,1952,Don de l'artiste en 2005,"26 x 20,7 cm",ronéographie annotée au crayon,1952,2005,Don,Femme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
806,Janette LAVERRIÈRE,suisse,"1909, Lausanne (Suisse) - 2011, Paris (France)",Secrétaire suspendu,Design Graphique/ Illustration,2,mai 1952,Don de l'artiste en 2005,"20,7 x 33,5 cm",ronéographie annotée au crayon et à l’encre noire,1952,2005,Don,Femme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
807,Janette LAVERRIÈRE,suisse,"1909, Lausanne (Suisse) - 2011, Paris (France)",Secrétaire suspendu,Design Graphique/ Illustration,2,mai 1952,Don de l'artiste en 2005,"32,8 x 51,7 cm","ronéographie annotée au crayon, dessin au crayon au verso",1952,2005,Don,Femme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
808,Janette LAVERRIÈRE,suisse,"1909, Lausanne (Suisse) - 2011, Paris (France)",Secrétaire suspendu,Design Graphique/ Illustration,2,mai 1952,Don de l'artiste en 2005,"21,8 x 31,4 cm",ronéographie annotée au crayon,1952,2005,Don,Femme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
809,Jean PROUVÉ,française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Chaise Jeanneret,Mobilier,1,1952,Achat à Kees Stoop en 1992,"46 x 70,5 cm",Graphite sur calque,1952,1992,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
810,Pierre PAULIN,française,"1927, Paris (Ile-de-France, France) - 2009, Montpellier (Occitanie, France)",Chaise,Mobilier,1,1952,Achat à M. Guy Lebourg en 2014,73 x 45 x 55 cm,Merisier ciré,1952,2014,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
811,Pierre PAULIN,française,"1927, Paris (Ile-de-France, France) - 2009, Montpellier (Occitanie, France)","Fauteuil Anneau, CM 273",Mobilier,1,1952,Achat à la Galerie de Casson en 2015,68 x 83 x 65 cm,"Acier galvanisé, toile de coton",1952,2015,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
812,Serge MOUILLE,française,"1922, Paris (Ile-de-France, France) - 1988, Monthiers (Hauts-de-France, France)",Objet Présentoir pour parfums,Design d'Objet,3,1951 - 1952,Achat à l' Indivision Mouille en 2011,,Métal découpé,1952,2011,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
813,Harry BERTOIA,américaine (italienne à la naissance),"1915, San Lorenzo (Italie) - 1978, Bally (Pennsylvanie, États-Unis)",Fauteuil Diamond Chair,Mobilier,1,1952,Don de M. Alexander von Vegesack en 1993,70 x 112 x 80 cm,Piétement en tube d'acier. Assise en treillis de fil d'acier préformé soudé. Ensemble laqué,1952,1993,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
814,Harry BERTOIA,américaine (italienne à la naissance),"1915, San Lorenzo (Italie) - 1978, Bally (Pennsylvanie, États-Unis)",Fauteuil Wire-Mesh Bird,Mobilier,1,1952,Don de Strafor en 1997,100 x 96 x 80 cm,Piétement en tige d'acier cintré. Assise en treillis de fil d'acier préformé soudé. Ensemble laqué,1952,1997,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
815,Pierre GUARICHE,française,"1926, Paris (Ile-de-France, France) - 1995, Bandol (Provence-Alpes-Côte d'Azur, France)",Siège Vampire,Mobilier,1,1952,Don de l'artiste en 1993,30 x 48 x 50 cm,Bleu marine,1952,1993,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
816,Pierre GUARICHE,française,"1926, Paris (Ile-de-France, France) - 1995, Bandol (Provence-Alpes-Côte d'Azur, France)",Chaise Tonneau,Mobilier,1,1952,Don de l'artiste en 1993,77 x 51 x 51 cm,Piétement en tube d'acier. Assise en contreplaqué moulé. Revêtement textile,1952,1993,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
817,Jan LENICA,française (polonaise à la naissance),"1928, Poznan (Pologne) - 2001, ?",Affiche Dzieci Hirosimy,Design Graphique/ Illustration,2,1952,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,86 x 59 cm,Impression sur papier,1952,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
818,Jean PROUVÉ,française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Croquis meuble de rangement,Design Graphique/ Illustration,2,1952,Don de Mme Catherine Prouvé en 2018,"25,5 x 18 cm",Mine graphite sur calque,1952,2018,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
819,Roger LANDAULT,française,"1919, Paris (Ile-de-France, France) - 1983, Paris (Ile-de-France, France)",Chambre boudoir du directeur,Design Graphique/ Illustration,2,1952,"Don d’Edwige Landault, Jean Marc Landault, Arthur Landault, Maud Mainfroy et Anne Sedel, 2018.","37,5 x 52,5 cm",Fusain sur papier,1952,2018,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
820,Roger LANDAULT,française,"1919, Paris (Ile-de-France, France) - 1983, Paris (Ile-de-France, France)",Sans titre,Design Graphique/ Illustration,2,1952,"Don d’Edwige Landault, Jean Marc Landault, Arthur Landault, Maud Mainfroy et Anne Sedel, 2018.",50 x 50 cm,"Gouache, graphite et encre noire sur papier",1952,2018,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
821,"SAVIGNAC (Raymond SAVIGNAC, dit)",française,"1907, Paris (France) - 2002, Trouville-sur-Mer (Calvados, France)",Affiche Fête des pères,Design Graphique/ Illustration,2,1952,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,60 x 38 cm,Impression offset,1952,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
822,Alvar AALTO,finlandaise,"1898, Kuortane (Finlande) - 1976, Helsinki (Finlande)",Lampe A335,Design d'Objet,3,circa 1952?,Don d'Atsushi Kitagawara avec le soutien des Amis du Centre Pompidou en 2019,"hauteur: 39,5 cm
diamètre: 32 cm",Aluminium laqué,1952,2019,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
823,Max ERNST,"française, américaine (allemande à la naissance)","1891, Brühl (Allemagne) - 1976, Paris (Ile-de-France, France)",(Sans titre),Design d'Objet,3,1952,Don de Mme Dorothea Tanning en 1978,"23,8 x 17,8 cm",Eau-forte sur cuivre rayé,1952,1978,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
824,Raymond LOEWY,américaine depuis 1938 (française à la naissance),"1893, Paris (Ile-de-France, France) - 1986, Monaco (Principauté de Monaco)",Balance Pèse-personne,Design Industriel,4,1952,Don de la Société des Amis du Musée national d'art moderne en 2001,6 x 26 x 30 cm,Métal laqué et chromé,1952,2001,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/industrie.svg,,,,
825,Harry BERTOIA,américaine (italienne à la naissance),"1915, San Lorenzo (Italie) - 1978, Bally (Pennsylvanie, États-Unis)",Fauteuil 421,Mobilier,1,1952,Inscription à l'inventaire en 1993,75 x 85 x 54 cm,Piétement en tube d'acier cintré. Assise en treillis de fil d'acier préformé soudé. Ensemble gainé de Rilsan. Coussin amovible en mousse de latex revêtue de textile enduit,1952,1993,Inscription,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
826,PHILIPS,hollandaise,,Téléviseur RT 3626,Design d'Objet,3,1952,Don de Philips France en 2008,47 x 49 x 49 cm,"Bakélite, verre, bois",1952,2008,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
827,ROSENTHAL FRANCE,française,,Vase asymétrique,Design d'Objet,3,1952,Don de Rosenthal France en 1993,hauteur: 26 cm,Porcelaine,1952,1993,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
828,ROSENTHAL FRANCE,française,,Vase asymétrique,Design d'Objet,3,1952,Don de Rosenthal France en 1993,hauteur: 30 cm,Porcelaine,1952,1993,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
829,ROSENTHAL FRANCE,française,,Vase asymétrique,Design d'Objet,3,1952,Don de Rosenthal France en 1993,hauteur: 20 cm,Porcelaine et glaçure,1952,1993,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
830,ROSENTHAL FRANCE,française,,Vase asymétrique,Design d'Objet,3,1952,Don de Rosenthal France en 1993,hauteur: 22 cm,Porcelaine,1952,1993,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
831,CALOR,française,,Ventilateur n° 955,Design Industriel,4,1952,Don de Calor en 1992,"hauteur: 37 cm
diamètre: 44 cm",Ceinture et partie supérieure en métal laqué. Grilles en matière plastique,1952,1992,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/industrie.svg,,,,
832,PHILIPS,hollandaise,,Radio BF 321 A,Design Industriel,4,1952,Don de Philips France en 2008,26 x 36 x 17 cm,Matières plastiques,1952,2008,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/industrie.svg,,,,
833,PHILIPS,hollandaise,,Téléviseur,Design Industriel,4,1952,Don de Philips France en 2008,45 x 48 x 52 cm,Bakélite,1952,2008,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/industrie.svg,,,,
834,Charlotte PERRIAND,française,"1903, Paris (Ile-de-France, France) - 1999, Paris (Ile-de-France, France)",Tiroir de rangement,Mobilier,1,1953,Don de la Galerie Christine Diegoni-Zyman en 2007,"18 x 59,8 x 46 cm",Résine,1953,2007,Don,Femme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
835,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Bureau,Mobilier,1,16 novembre 1953,Achat à Cherchari Kadour en 2008,"29,7 x 42 cm",Mine de plomb et encre de Chine sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
836,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Chaise,Mobilier,1,18 novembre 1953,Achat à Cherchari Kadour en 2008,"21 x 29,7 cm",Graphite et encre de Chine sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
837,Armin WIRTH,suisse,"1903, Suisse - ?, ?",Siège de collectivité,Mobilier,1,1951 - 1953,Achat à la Galerie Jacques Dewindt en 2005,75 x 44 x 50 cm,Structure en aluminium. Assise en contreplaqué de hêtre,1953,2005,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
838,Armin WIRTH,suisse,"1903, Suisse - ?, ?",Siège de collectivité,Mobilier,1,1951 - 1953,Achat à la Galerie Jacques Dewindt en 2005,75 x 44 x 50 cm,Structure en aluminium. Assise en contreplaqué de hêtre,1953,2005,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
839,Armin WIRTH,suisse,"1903, Suisse - ?, ?",Siège de collectivité,Mobilier,1,1951 - 1953,Achat à la Galerie Jacques Dewindt en 2005,75 x 44 x 50 cm,Structure en aluminium. Assise en contreplaqué de hêtre,1953,2005,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
840,Armin WIRTH,suisse,"1903, Suisse - ?, ?",Siège de collectivité,Mobilier,1,1951 - 1953,Achat à la Galerie Jacques Dewindt en 2005,75 x 44 x 50 cm,Structure en aluminium. Assise en contreplaqué de hêtre,1953,2005,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
841,Carlo MOLLINO,italienne,"1905, Turin (Italie) - 1973, Turin (Italie)",Fauteuil,Mobilier,1,1950 - 1953,Achat à Galerie Italienne en 2008,85 x 66 x 63 cm,Structure en métal et bois. Pieds en tube de laiton. Revêtement en velours lisse. Assise rabattable.,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
842,Jean PROUVÉ,française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Table Compas,Mobilier,1,1953,Achat à la Cité internationale universitaire en 1995,72 x 120 x 65 cm,Bois et acier,1953,1995,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
843,Jean PROUVÉ,française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Bureau Compas,Mobilier,1,1953,Achat à la Galerie Jousse-Seguin en 1998,72 x 192 x 86 cm,Plateau courbe recouvert de stratifié blanc. Piétement en métal laqué et caisson en aluminium,1953,1998,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
844,Pierre PAULIN,française,"1927, Paris (Ile-de-France, France) - 2009, Montpellier (Occitanie, France)",Chaise,Mobilier,1,1953,Achat à M. Guy Lebourg en 2014,"88,5 x 48 x 57,5 cm",Tissu capitonné et bois,1953,2014,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
845,Poul KJAERHOLM,danoise,"1929, Oster Vra (Danemark) - 1980, Hillerod (Danemark)",Chaise,Mobilier,1,1953,Achat à la Galerie Dansk Moebelkunst en 2004,75 x 45 x 48 cm,Aluminium et textile,1953,2004,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
846,Walter PAPST,allemande,"1924, Kiel (Allemagne) - 2008, Cologne (Allemagne)","Chaise Ponteuse, petit modèle",Mobilier,1,1953,Achat en vente publique à l' Etude Tajan en 2014,"61,8 x 40 x 46 cm",Bois,1953,2014,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
847,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Chaise toile tendue,Design Graphique/ Illustration,2,14 novembre 1953,Achat à Cherchari Kadour en 2008,"21 x 29,7 cm",Mine de plomb et encre de Chine sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
848,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Casier à tiroirs adaptable à la table SAM 43,Design Graphique/ Illustration,2,16 novembre 1953,Achat à Cherchari Kadour en 2008,"29,7 x 42 cm",Mine de plomb et encre de Chine sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
849,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Chaise siège contreplaqué,Design Graphique/ Illustration,2,3 décembre 1953,Achat à Cherchari Kadour en 2008,"21 x 29,7 cm",Mine de plomb sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
850,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Croquis de montage de placards,Design Graphique/ Illustration,2,3 décembre 1953,Achat à Cherchari Kadour en 2008,"29,7 x 42 cm",Mine de plomb sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
851,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Chaise pieds tournés,Design Graphique/ Illustration,2,3 décembre 1953,Achat à Cherchari Kadour en 2008,"21 x 29,7 cm",Mine de plomb sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
852,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Différents types de placards,Design Graphique/ Illustration,2,3 décembre 1953,Achat à Cherchari Kadour en 2008,"29,7 x 42 cm",Mine de plomb sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
853,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Guéridon,Design Graphique/ Illustration,2,6 novembre 1953,Achat à Cherchari Kadour en 2008,"21 x 29,7 cm",Mine de plomb sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
854,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Pouf,Design Graphique/ Illustration,2,6 novembre 1953,Achat à Cherchari Kadour en 2008,"21 x 29,7 cm",Mine de plomb sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
855,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Lit abattant verticalement,Design Graphique/ Illustration,2,6 novembre 1953,Achat à Cherchari Kadour en 2008,"29,7 x 42 cm",Graphite sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
856,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Pouf,Design Graphique/ Illustration,2,6 novembre 1953,Achat à Cherchari Kadour en 2008,"21 x 29,7 cm",Mine de plomb sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
857,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Lit pivotant horizontalement,Design Graphique/ Illustration,2,6 novembre 1953,Achat à Cherchari Kadour en 2008,"29,7 x 42 cm",Graphite sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
858,"André SIVE (André SZIVESSY, dit)",française depuis 1937 (austro-hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)",Guéridon,Design Graphique/ Illustration,2,6 novembre 1953,Achat à Cherchari Kadour en 2008,"21 x 29,7 cm",Mine de plomb sur calque,1953,2008,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
859,Jean PROUVÉ,française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Chaise en aluminium,Design Graphique/ Illustration,2,1953,Achat à Kees Stoop en 1992,"48,5 x 66,5 cm",Graphite sur calque,1953,1992,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
860,Jean PROUVÉ,française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Siège pour amphithéâtre,Design Graphique/ Illustration,2,1953,Achat à l'artiste en 1992,"39,9 x 43 cm",Graphite et crayons de couleur sur calque,1953,1992,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
861,Pierre GUARICHE,française,"1926, Paris (Ile-de-France, France) - 1995, Bandol (Provence-Alpes-Côte d'Azur, France)",Chauffeuse A.R.P,Design d'Objet,3,1953,Achat à l'artiste en 1992,70 x 59 x 80 cm,Structure en tige d'acier laqué. Assise et dossier rembourrés. Revêtement textile Placide Joliet. Suspension à ressorts No-sag,1953,1992,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
862,Pierre PAULIN,française,"1927, Paris (Ile-de-France, France) - 2009, Montpellier (Occitanie, France)",Assiette,Design d'Objet,3,1953,Achat à M. Fabrice Paulin en 2016,26 x 26 cm,Céramique peinte,1953,2016,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
